,SystemNo,SystemDescription,SubSystemNo,SubSystemDescription,TagNo,TagDescription,Checksheet Type,CompleteDate,PlanStart,PlanFinish,Norm,Location
,AQAT-05,Well Control,AQAT-05-01,Wellhead Control Panel,AQAT-T-SDV0101-04,Hydraulic Tubing,I05-A,15-Aug-25,13-Aug-25,23-Aug-25,,Onshore
,AQAT-05,Well Control,AQAT-05-01,Wellhead Control Panel,AQAT-T-SCSSV0120-01,Hydraulic Tubing,I05-A,13-Aug-25,13-Aug-25,23-Aug-25,,Onshore
,AQAT-05,Well Control,AQAT-05-01,Wellhead Control Panel,AQAT-T-SSV0111-01,Hydraulic Tubing,I05-A,10-Aug-25,13-Aug-25,23-Aug-25,,Onshore
,AQAT-05,Well Control,AQAT-05-01,Wellhead Control Panel,AQAT-T-CVA0201-R,Hydraulic Tubing,I05-A,3-Sep-25,5-Aug-25,12-Aug-25,,Onshore
,AQAT-05,Well Control,AQAT-05-01,Wellhead Control Panel,AQAT-PIT-0501-96,WELL SLOT 20 SCSSV OPEN / CLOSE,I10-B,9-Aug-25,15-Aug-25,25-Aug-25,,Onshore
,AQAT-05,Well Control,AQAT-05-01,Wellhead Control Panel,AQAT-P-0501-02C,MP Hydraulic Pump C,M03-B,20-Aug-25,15-Aug-25,25-Aug-25,,Onshore
,AQAT-05,Well Control,AQAT-05-01,Wellhead Control Panel,AQAT-T-CVA0217-S,Hydraulic Tubing,I05-A,22-Aug-25,5-Aug-25,12-Aug-25,,Onshore
,AQAT-05,Well Control,AQAT-05-01,Wellhead Control Panel,AQAT-T-SSV0103-04,Hydraulic Tubing,I05-A,15-Aug-25,5-Aug-25,12-Aug-25,,Onshore
,AQAT-05,Well Control,AQAT-05-01,Wellhead Control Panel,AQAT-X-LCP050101-03,SDS Cable,I01-A,10-Sep-25,13-Aug-25,23-Aug-25,,Onshore
,AQAT-05,Well Control,AQAT-05-01,Wellhead control panel,AQAT-T-SCSSV0103-01,Hydraulic Tubing,I05-A,13-Aug-25,13-Aug-25,23-Aug-25,,Onshore
,AQAT-05,Well Control,AQAT-05-01,Wellhead control panel,HOF-AQ-WH0106,Tubing Hot Oil Flushing for WH0106,P07-A,1-Sep-25,5-Aug-25,12-Aug-25,,Onshore
,AQAT-05,Well Control,AQAT-05-01,Wellhead Control Panel,AQAT-XSV-0501-61,WELL SLOT 13 WING VALVE,I10-B,9-Aug-25,15-Aug-25,25-Aug-25,,Onshore
,AQAT-05,Well Control,AQAT-05-01,Wellhead control panel,HOF-AQ-WH0109,Tubing Hot Oil Flushing for WH0109,P07-A,1-Sep-25,5-Aug-25,12-Aug-25,,Onshore
,AQAT-05,Well Control,AQAT-05-01,Wellhead control panel,HOF-AQ-WH0104,Tubing Hot Oil Flushing for WH0104,P07-A,1-Sep-25,5-Aug-25,12-Aug-25,,Onshore
,AQAT-05,Well Control,AQAT-05-01,Wellhead Control Panel,AQAT-XSV-0501-62,WELL SLOT 13 MASTER VALVE,I10-B,9-Aug-25,15-Aug-25,25-Aug-25,,Onshore
,AQAT-05,Well Control,AQAT-05-01,Wellhead Control Panel,AQAT-PIT-0501-26,WELL SLOT 06 SCSSV OPEN / CLOSE,I10-B,9-Aug-25,15-Aug-25,25-Aug-25,,Onshore
,AQAT-05,Well Control,AQAT-05-01,Wellhead Control Panel,AQAT-T-SSV0108-04,Hydraulic Tubing,I05-A,15-Aug-25,13-Aug-25,23-Aug-25,,Onshore
,AQAT-05,Well Control,AQAT-05-01,Wellhead Control Panel,AQAT-T-SDV0120-01,Hydraulic Tubing,I05-A,10-Aug-25,13-Aug-25,23-Aug-25,,Onshore
,AQAT-05,Well Control,AQAT-05-01,Wellhead Control Panel,AQAT-T-SCSSV0107-01,Hydraulic Tubing,I05-A,13-Aug-25,13-Aug-25,23-Aug-25,,Onshore
,AQAT-05,Well Control,AQAT-05-01,Wellhead Control Panel,AQAT-PIT-0501-36,WELL SLOT 08 SCSSV OPEN / CLOSE,I10-B,9-Aug-25,15-Aug-25,25-Aug-25,,Onshore
,AQAT-05,Well Control,AQAT-05-01,Wellhead Control Panel,AQAT-T-SSV0111-04,Hydraulic Tubing,I05-A,15-Aug-25,13-Aug-25,23-Aug-25,,Onshore
,AQAT-05,Well Control,AQAT-05-01,Wellhead Control Panel,AQAT-T-SSV0105-02,Hydraulic Tubing,I05-A,10-Aug-25,13-Aug-25,23-Aug-25,,Onshore
,AQAT-05,Well Control,AQAT-05-01,Wellhead Control Panel,AQAT-PSD-0501-80,PK-0501 WHCP MANUAL PSD,I10-B,20-Aug-25,15-Aug-25,25-Aug-25,,Onshore
,AQAT-05,Well Control,AQAT-05-01,Wellhead Control Panel,AQAT-T-SDV0116-01,Hydraulic Tubing,I05-A,10-Aug-25,13-Aug-25,23-Aug-25,,Onshore
,AQAT-05,Well Control,AQAT-05-01,Wellhead Control Panel,AQAT-PIT-0501-86,WELL SLOT 18 SCSSV OPEN / CLOSE,I10-B,9-Aug-25,15-Aug-25,25-Aug-25,,Onshore
,AQAT-05,Well Control,AQAT-05-01,Wellhead Control Panel,AQAT-PB-0501-76,WELL SLOT 16 SCSSV OPEN PUSH BUTTON,I10-B,9-Aug-25,15-Aug-25,25-Aug-25,,Onshore
,AQAT-05,Well Control,AQAT-05-01,Wellhead Control Panel,AQAT-PB-0501-96,WELL SLOT 20 SCSSV OPEN PUSH BUTTON,I10-B,9-Aug-25,15-Aug-25,25-Aug-25,,Onshore
,AQAT-05,Well Control,AQAT-05-01,Wellhead Control Panel,AQAT-XSV-0501-82,WELL SLOT 17 MASTER VALVE,I10-B,9-Aug-25,15-Aug-25,25-Aug-25,,Onshore
,AQAT-05,Well Control,AQAT-05-01,Wellhead Control Panel,AQAT-PK-0501,WELLHEAD CONTROL PANEL,M17-A,13-Aug-25,13-Aug-25,23-Aug-25,,Onshore
,AQAT-05,Well Control,AQAT-05-01,Wellhead Control Panel,AQAT-T-SDV0116-04,Hydraulic Tubing,I05-A,15-Aug-25,13-Aug-25,23-Aug-25,,Onshore
,AQAT-05,Well Control,AQAT-05-01,Wellhead Control Panel,AQAT-LIT-0501-03,SCSSV RETURN HYDRAULIC OIL RESERVOIR LEVEL,I10-B,9-Aug-25,15-Aug-25,25-Aug-25,,Onshore
,AQAT-05,Well Control,AQAT-05-01,Wellhead Control Panel,AQAT-PB-0501-86,WELL SLOT 18 SCSSV OPEN PUSH BUTTON,I10-B,9-Aug-25,15-Aug-25,25-Aug-25,,Onshore
,AQAT-05,Well Control,AQAT-05-01,Wellhead Control Panel,AQAT-LIT-0501-02,HYDRAULIC OIL RESERVOIR LEVEL,I10-B,9-Aug-25,15-Aug-25,25-Aug-25,,Onshore
,AQAT-05,Well Control,AQAT-05-01,Wellhead Control Panel,AQAT-T-SSV0107-02,Hydraulic Tubing,I05-A,10-Aug-25,13-Aug-25,23-Aug-25,,Onshore
,AQAT-05,Well Control,AQAT-05-01,Wellhead Control Panel,AQAT-P-0501-03,Recirculation Pump,M03-B,30-Aug-25,15-Aug-25,25-Aug-25,,Onshore
,AQAT-05,Well Control,AQAT-05-01,Wellhead Control Panel,AQAT-PIT-0501-31,WELL SLOT 07 SCSSV OPEN / CLOSE,I10-B,9-Aug-25,15-Aug-25,25-Aug-25,,Onshore
,AQAT-05,Well Control,AQAT-05-01,Wellhead Control Panel,AQAT-XSV-0501-45,OFFLINE MODULE WING VALVE,I10-B,9-Aug-25,15-Aug-25,25-Aug-25,,Onshore
,AQAT-05,Well Control,AQAT-05-01,Wellhead Control Panel,AQAT-I-LCP050101-01,PCS Cable,I01-A,10-Sep-25,13-Aug-25,23-Aug-25,,Onshore
,AQAT-05,Well Control,AQAT-05-01,Wellhead Control Panel,AQAT-L-LCP050101-02,Low Voltage cable,E01-A,6-Aug-25,13-Aug-25,23-Aug-25,,Onshore
,AQAT-05,Well Control,AQAT-05-01,Wellhead Control Panel,TP-AQ-0501-HY-01-V,Hydro Test Pack for Sub-system 05-01,P04-A,31-Jul-25,13-Aug-25,23-Aug-25,,Onshore
,AQAT-05,Well Control,AQAT-05-01,Wellhead Control Panel,AQAT-T-SDV0112-04,Hydraulic Tubing,I05-A,15-Aug-25,13-Aug-25,23-Aug-25,,Onshore
,AQAT-05,Well Control,AQAT-05-01,Wellhead Control Panel,AQAT-PM-0501-03,Motor,E03-B,4-Sep-25,15-Aug-25,25-Aug-25,,Onshore
,AQAT-05,Well Control,AQAT-05-01,Wellhead Control Panel,AQAT-XSV-0501-92,WELL SLOT 19 MASTER VALVE,I10-B,9-Aug-25,15-Aug-25,25-Aug-25,,Onshore
,AQAT-05,Well Control,AQAT-05-01,Wellhead Control Panel,AQAT-XSV-0501-16,WELL SLOT 04 WING VALVE,I10-B,9-Aug-25,15-Aug-25,25-Aug-25,,Onshore
,AQAT-05,Well Control,AQAT-05-01,Wellhead Control Panel,AQAT-T-SDV0120-02,Hydraulic Tubing,I05-A,10-Aug-25,13-Aug-25,23-Aug-25,,Onshore
,AQAT-05,Well Control,AQAT-05-01,Wellhead Control Panel,AQAT-T-SCSSV0110-01,Hydraulic Tubing,I05-A,13-Aug-25,13-Aug-25,23-Aug-25,,Onshore
,AQAT-05,Well Control,AQAT-05-01,Wellhead Control Panel,AQAT-XSV-0501-07,WELL SLOT 02 MASTER VALVE,I10-B,9-Aug-25,15-Aug-25,25-Aug-25,,Onshore
,AQAT-05,Well Control,AQAT-05-01,Wellhead Control Panel,AQAT-PB-0501-01,WELL SLOT 01 SCSSV OPEN PUSH BUTTON,I10-B,9-Aug-25,15-Aug-25,25-Aug-25,,Onshore
,AQAT-05,Well Control,AQAT-05-01,Wellhead Control Panel,AQAT-T-SDV0115-04,Hydraulic Tubing,I05-A,15-Aug-25,13-Aug-25,23-Aug-25,,Onshore
,AQAT-05,Well Control,AQAT-05-01,Wellhead Control Panel,AQAT-T-SDV0118-02,Hydraulic Tubing,I05-A,10-Aug-25,13-Aug-25,23-Aug-25,,Onshore
,AQAT-05,Well Control,AQAT-05-01,Wellhead Control Panel,TP-AQ-0501-AV-01-V,Hydro Test Pack for Sub-system 05-01,P05-A,21-Aug-25,13-Aug-25,23-Aug-25,,Onshore
,AQAT-05,Well Control,AQAT-05-01,Wellhead Control Panel,AQAT-T-SDV0113-04,Hydraulic Tubing,I05-A,15-Aug-25,13-Aug-25,23-Aug-25,,Onshore
,AQAT-05,Well Control,AQAT-05-01,Wellhead Control Panel,AQAT-T-SDV0111-02,Hydraulic Tubing,I05-A,10-Aug-25,13-Aug-25,23-Aug-25,,Onshore
,AQAT-05,Well Control,AQAT-05-01,Wellhead Control Panel,AQAT-XS-0501-02B-01,PM-0501-02B START COMMAND,I10-B,20-Aug-25,15-Aug-25,25-Aug-25,,Onshore
,AQAT-05,Well Control,AQAT-05-01,Wellhead Control Panel,AQAT-XA-0501-02A-03,PM-0501-01B HP PMP FLT/HEALTHY,I10-B,20-Aug-25,15-Aug-25,25-Aug-25,,Onshore
,AQAT-05,Well Control,AQAT-05-01,Wellhead Control Panel,AQAT-XS-0501-01B-02,PM-0501-01B STOP COMMAND,I10-B,17-Aug-25,15-Aug-25,25-Aug-25,,Onshore
,AQAT-05,Well Control,AQAT-05-01,Wellhead Control Panel,AQAT-XI-0501-02B-01,PM-0501-02B RUN/ STOP,I10-B,17-Aug-25,15-Aug-25,25-Aug-25,,Onshore
,AQAT-05,Well Control,AQAT-05-01,Wellhead Control Panel,AQAT-T-SSV0104-02,Hydraulic Tubing,I05-A,10-Aug-25,13-Aug-25,23-Aug-25,,Onshore
,AQAT-05,Well Control,AQAT-05-01,Wellhead Control Panel,AQAT-T-SDV0116-02,Hydraulic Tubing,I05-A,10-Aug-25,13-Aug-25,23-Aug-25,,Onshore
,AQAT-05,Well Control,AQAT-05-01,Wellhead Control Panel,AQAT-T-SSV0109-01,Hydraulic Tubing,I05-A,10-Aug-25,13-Aug-25,23-Aug-25,,Onshore
,AQAT-05,Well Control,AQAT-05-01,Wellhead Control Panel,TP-AQ-0501-HY-01-V,Hydro Test Pack for Sub-system 05-01,P07-A,4-Sep-25,13-Aug-25,23-Aug-25,,Onshore
,AQAT-06 Total,,,,,,,,,,0.00,
,,,AQAT-06-01 Total,,,,,,,,0.00,
,AQAT-06,Well Testing Support system,AQAT-06-01,Test manifold,AQAT-XV-0607,Ins.Equipment,I12-A,22-Aug-25,8-Aug-25,18-Aug-25,,Onshore
,AQAT-06,Well Testing Support system,AQAT-06-01,Test manifold,AQAT-T-XV0614,Pneumatic Tubing,I05-A,19-Aug-25,4-Aug-25,11-Aug-25,,Onshore
,AQAT-06,Well Testing Support system,AQAT-06-01,Test Manifold,AQAT-XZSO/C-0619,ON/OFF VALVE-LIMIT SWITCH,I30-A,13-Aug-25,4-Aug-25,11-Aug-25,,Onshore
,AQAT-06,Well Testing Support system,AQAT-06-01,Test manifold,AQAT-XV-0620,Ins.Equipment,I12-A,22-Aug-25,8-Aug-25,18-Aug-25,,Onshore
,AQAT-06,Well Testing Support system,AQAT-06-01,Test manifold,AQAT-T-XV0616,Pneumatic Tubing,I05-A,19-Aug-25,4-Aug-25,11-Aug-25,,Onshore
,AQAT-06,Well Testing Support system,AQAT-06-01,Test manifold,AQAT-XV-0616,XV-0616 VALVE,I10-B,26-Aug-25,14-Aug-25,16-Aug-25,,Onshore
,AQAT-06,Well Testing Support system,AQAT-06-01,Test Manifold,AQAT-XZSO/C-0604,ON/OFF VALVE-LIMIT SWITCH,I30-A,13-Aug-25,4-Aug-25,11-Aug-25,,Onshore
,AQAT-06,Well Testing Support system,AQAT-06-01,Test manifold,AQAT-X-XXSV0617,SDS Cable,I01-A,13-Aug-25,8-Aug-25,18-Aug-25,,Onshore
,AQAT-06,Well Testing Support system,AQAT-06-01,Test manifold,AQAT-X-XXSV0615,SDS Cable,I01-A,13-Aug-25,8-Aug-25,18-Aug-25,,Onshore
,AQAT-06,Well Testing Support system,AQAT-06-01,Test manifold,AQAT-XV-0614,Ins.Equipment,I12-A,22-Aug-25,8-Aug-25,18-Aug-25,,Onshore
,AQAT-06,Well Testing Support system,AQAT-06-01,Test manifold,AQAT-XV-0613,XV-0613 VALVE,I10-B,26-Aug-25,14-Aug-25,16-Aug-25,,Onshore
,AQAT-06,Well Testing Support system,AQAT-06-01,Test manifold,AQAT-T-XV0608,Pneumatic Tubing,I05-A,19-Aug-25,4-Aug-25,11-Aug-25,,Onshore
,AQAT-06,Well Testing Support system,AQAT-06-01,Test manifold,AQAT-I-XZSO/C0617,PCS Cable,I01-A,13-Aug-25,8-Aug-25,18-Aug-25,,Onshore
,AQAT-06,Well Testing Support system,AQAT-06-01,Test Manifold,AQAT-XXSV-0608,ON/OFF VALVE-SOLENOID,I30-A,13-Aug-25,4-Aug-25,11-Aug-25,,Onshore
,AQAT-06,Well Testing Support system,AQAT-06-01,Test manifold,AQAT-I-XZSO/C0605,PCS Cable,I01-A,13-Aug-25,8-Aug-25,18-Aug-25,,Onshore
,AQAT-06,Well Testing Support system,AQAT-06-01,Test manifold,AQAT-XV-0617,XV-0617 VALVE,I10-B,26-Aug-25,14-Aug-25,16-Aug-25,,Onshore
,AQAT-06,Well Testing Support system,AQAT-06-01,Test manifold,AQAT-XV-0619,Ins.Equipment,I11-A,25-Jul-25,8-Aug-25,18-Aug-25,,Onshore
,AQAT-06,Well Testing Support system,AQAT-06-01,Test manifold,AQAT-I-XZSO/C0611,PCS Cable,I01-A,13-Aug-25,8-Aug-25,18-Aug-25,,Onshore
,AQAT-06,Well Testing Support system,AQAT-06-01,Test manifold,AQAT-I-XZSO/C0620,PCS Cable,I01-A,13-Aug-25,8-Aug-25,18-Aug-25,,Onshore
,AQAT-06,Well Testing Support system,AQAT-06-01,Test manifold,AQAT-XV-0612,Ins.Equipment,I11-A,25-Jul-25,8-Aug-25,18-Aug-25,,Onshore
,AQAT-06,Well Testing Support system,AQAT-06-01,Test manifold,AQAT-XV-0610,Ins.Equipment,I11-A,25-Jul-25,8-Aug-25,18-Aug-25,,Onshore
,AQAT-06,Well Testing Support system,AQAT-06-01,Test manifold,AQAT-I-XZSO/C0621,PCS Cable,I01-A,1-Sep-25,8-Aug-25,18-Aug-25,,Onshore
,AQAT-06,Well Testing Support system,AQAT-06-01,Test manifold,AQAT-XV-0613,Ins.Equipment,I12-A,22-Aug-25,8-Aug-25,18-Aug-25,,Onshore
,AQAT-06,Well Testing Support system,AQAT-06-01,Test manifold,AQAT-X-XXSV0606,SDS Cable,I01-A,13-Aug-25,8-Aug-25,18-Aug-25,,Onshore
,AQAT-06,Well Testing Support system,AQAT-06-01,Test manifold,AQAT-X-XXSV0621,SDS Cable,I01-A,1-Sep-25,4-Aug-25,14-Aug-25,,Onshore
,AQAT-06,Well Testing Support system,AQAT-06-01,Test Manifold,AQAT-XXSV-0610,ON/OFF VALVE-SOLENOID,I30-A,13-Aug-25,4-Aug-25,11-Aug-25,,Onshore
,AQAT-06,Well Testing Support system,AQAT-06-01,Test manifold,AQAT-XV-0620,XV-0620 VALVE,I10-B,26-Aug-25,14-Aug-25,16-Aug-25,,Onshore
,AQAT-06,Well Testing Support system,AQAT-06-01,Test manifold,AQAT-T-XV0604,Pneumatic Tubing,I05-A,19-Aug-25,4-Aug-25,11-Aug-25,,Onshore
,AQAT-06,Well Testing Support system,AQAT-06-01,Test manifold,AQAT-XV-0611,Ins.Equipment,I12-A,22-Aug-25,8-Aug-25,18-Aug-25,,Onshore
,AQAT-06,Well Testing Support system,AQAT-06-01,Test manifold,AQAT-X-XXSV0620,SDS Cable,I01-A,13-Aug-25,8-Aug-25,18-Aug-25,,Onshore
,AQAT-06,Well Testing Support system,AQAT-06-01,Test manifold,AQAT-X-XXSV0618,SDS Cable,I01-A,13-Aug-25,8-Aug-25,18-Aug-25,,Onshore
,AQAT-06,Well Testing Support system,AQAT-06-01,Test manifold,AQAT-X-XXSV0616,SDS Cable,I01-A,13-Aug-25,8-Aug-25,18-Aug-25,,Onshore
,AQAT-06,Well Testing Support system,AQAT-06-01,Test manifold,AQAT-XV-0616,Ins.Equipment,I12-A,22-Aug-25,8-Aug-25,18-Aug-25,,Onshore
,AQAT-06,Well Testing Support system,AQAT-06-01,Test manifold,AQAT-XV-0605,Ins.Equipment,I12-A,22-Aug-25,8-Aug-25,18-Aug-25,,Onshore
,AQAT-06,Well Testing Support system,AQAT-06-01,Test Manifold,AQAT-XXSV-0615,ON/OFF VALVE-SOLENOID,I30-A,13-Aug-25,4-Aug-25,11-Aug-25,,Onshore
,AQAT-06,Well Testing Support system,AQAT-06-01,Test manifold,TP-AQ-0601-G-01-V,Hydro Test Pack for Sub-system 06-01,P05-A,29-Aug-25,8-Aug-25,18-Aug-25,,Onshore
,AQAT-06,Well Testing Support system,AQAT-06-01,Test manifold,AQAT-XV-0613,Ins.Equipment,I11-A,25-Jul-25,8-Aug-25,18-Aug-25,,Onshore
,AQAT-06,Well Testing Support system,AQAT-06-01,Test manifold,AQAT-T-XV0617,Pneumatic Tubing,I05-A,19-Aug-25,4-Aug-25,11-Aug-25,,Onshore
,AQAT-06,Well Testing Support system,AQAT-06-01,Test manifold,AQAT-T-XV0607,Pneumatic Tubing,I05-A,19-Aug-25,4-Aug-25,11-Aug-25,,Onshore
,AQAT-06,Well Testing Support system,AQAT-06-01,Test manifold,AQAT-I-XZSO/C0616,PCS Cable,I01-A,13-Aug-25,8-Aug-25,18-Aug-25,,Onshore
,AQAT-06,Well Testing Support system,AQAT-06-01,Test Manifold,AQAT-XXSV-0618,ON/OFF VALVE-SOLENOID,I30-A,13-Aug-25,4-Aug-25,11-Aug-25,,Onshore
,AQAT-06,Well Testing Support system,AQAT-06-01,Test manifold,AQAT-I-XZSO/C0604,PCS Cable,I01-A,13-Aug-25,8-Aug-25,18-Aug-25,,Onshore
,AQAT-06,Well Testing Support system,AQAT-06-01,Test Manifold,AQAT-XXSV-0607,ON/OFF VALVE-SOLENOID,I30-A,13-Aug-25,4-Aug-25,11-Aug-25,,Onshore
,AQAT-06,Well Testing Support system,AQAT-06-01,Test Manifold,AQAT-XXSV-0620,ON/OFF VALVE-SOLENOID,I30-A,13-Aug-25,4-Aug-25,11-Aug-25,,Onshore
,AQAT-06,Well Testing Support system,AQAT-06-01,Test manifold,AQAT-XV-0605,Ins.Equipment,I11-A,25-Jul-25,8-Aug-25,18-Aug-25,,Onshore
,AQAT-06,Well Testing Support system,AQAT-06-01,Test Manifold,AQAT-XXSV-0605,ON/OFF VALVE-SOLENOID,I30-A,13-Aug-25,4-Aug-25,11-Aug-25,,Onshore
,AQAT-06,Well Testing Support system,AQAT-06-01,Test Manifold,AQAT-XXSV-0616,ON/OFF VALVE-SOLENOID,I30-A,13-Aug-25,4-Aug-25,11-Aug-25,,Onshore
,AQAT-06,Well Testing Support system,AQAT-06-01,Test manifold,AQAT-XV-0611,Ins.Equipment,I11-A,25-Jul-25,8-Aug-25,18-Aug-25,,Onshore
,AQAT-06,Well Testing Support system,AQAT-06-01,Test manifold,AQAT-XV-0606,XV-0606 VALVE,I10-B,26-Aug-25,14-Aug-25,16-Aug-25,,Onshore
,AQAT-06,Well Testing Support system,AQAT-06-01,Test manifold,AQAT-XV-0606,Ins.Equipment,I11-A,25-Jul-25,8-Aug-25,18-Aug-25,,Onshore
,AQAT-06,Well Testing Support system,AQAT-06-01,Test manifold,AQAT-X-XXSV0605,SDS Cable,I01-A,13-Aug-25,8-Aug-25,18-Aug-25,,Onshore
,AQAT-06,Well Testing Support system,AQAT-06-01,Test manifold,AQAT-X-XXSV0614,SDS Cable,I01-A,13-Aug-25,8-Aug-25,18-Aug-25,,Onshore
,AQAT-06,Well Testing Support system,AQAT-06-01,Test manifold,AQAT-I-XZSO/C0613,PCS Cable,I01-A,13-Aug-25,8-Aug-25,18-Aug-25,,Onshore
,AQAT-06,Well Testing Support system,AQAT-06-01,Test manifold,AQAT-XV-0605,XV-0605 VALVE,I10-B,26-Aug-25,14-Aug-25,16-Aug-25,,Onshore
,AQAT-06,Well Testing Support system,AQAT-06-01,Test Manifold,AQAT-XXSV-0606,ON/OFF VALVE-SOLENOID,I30-A,13-Aug-25,4-Aug-25,11-Aug-25,,Onshore
,AQAT-06,Well Testing Support system,AQAT-06-01,Test manifold,AQAT-X-XXSV0610,SDS Cable,I01-A,13-Aug-25,8-Aug-25,18-Aug-25,,Onshore
,AQAT-06,Well Testing Support system,AQAT-06-01,Test manifold,AQAT-XV-0610,Ins.Equipment,I12-A,22-Aug-25,8-Aug-25,18-Aug-25,,Onshore
,AQAT-06,Well Testing Support system,AQAT-06-01,Test manifold,AQAT-XV-0604,Ins.Equipment,I12-A,22-Aug-25,8-Aug-25,18-Aug-25,,Onshore
,AQAT-06,Well Testing Support system,AQAT-06-01,Test manifold,AQAT-XV-0604,XV-0604 VALVE,I10-B,26-Aug-25,14-Aug-25,16-Aug-25,,Onshore
,AQAT-06,Well Testing Support system,AQAT-06-01,Test manifold,AQAT-X-XXSV0619,SDS Cable,I01-A,13-Aug-25,8-Aug-25,18-Aug-25,,Onshore
,AQAT-06,Well Testing Support system,AQAT-06-01,Test manifold,AQAT-T-XV0618,Pneumatic Tubing,I05-A,19-Aug-25,4-Aug-25,11-Aug-25,,Onshore
,AQAT-06,Well Testing Support system,AQAT-06-01,Test Manifold,AQAT-XZSO/C-0620,ON/OFF VALVE-LIMIT SWITCH,I30-A,13-Aug-25,4-Aug-25,11-Aug-25,,Onshore
,AQAT-06,Well Testing Support system,AQAT-06-01,Test manifold,AQAT-I-XZSO/C0619,PCS Cable,I01-A,13-Aug-25,8-Aug-25,18-Aug-25,,Onshore
,AQAT-06,Well Testing Support system,AQAT-06-01,Test Manifold,AQAT-XZSO/C-0621,ON/OFF VALVE-LIMIT SWITCH,I30-A,30-Aug-25,4-Aug-25,11-Aug-25,,Onshore
,AQAT-06,Well Testing Support system,AQAT-06-01,Test Manifold,AQAT-XXSV-0617,ON/OFF VALVE-SOLENOID,I30-A,13-Aug-25,4-Aug-25,11-Aug-25,,Onshore
,AQAT-06,Well Testing Support system,AQAT-06-01,Test manifold,AQAT-T-XV0620,Pneumatic Tubing,I05-A,19-Aug-25,4-Aug-25,11-Aug-25,,Onshore
,AQAT-06,Well Testing Support system,AQAT-06-01,Test Manifold,AQAT-XXSV-0619,ON/OFF VALVE-SOLENOID,I30-A,13-Aug-25,4-Aug-25,11-Aug-25,,Onshore
,AQAT-06,Well Testing Support system,AQAT-06-01,Test manifold,AQAT-T-XV0611,Pneumatic Tubing,I05-A,19-Aug-25,4-Aug-25,11-Aug-25,,Onshore
,AQAT-06,Well Testing Support system,AQAT-06-01,Test manifold,AQAT-XV-0619,Ins.Equipment,I12-A,22-Aug-25,8-Aug-25,18-Aug-25,,Onshore
,AQAT-06,Well Testing Support system,AQAT-06-01,Test manifold,AQAT-X-XXSV0608,SDS Cable,I01-A,13-Aug-25,8-Aug-25,18-Aug-25,,Onshore
,AQAT-06,Well Testing Support system,AQAT-06-01,Test manifold,AQAT-XV-0609,Ins.Equipment,I11-A,25-Jul-25,8-Aug-25,18-Aug-25,,Onshore
,AQAT-06,Well Testing Support system,AQAT-06-01,Test Manifold,AQAT-XXSV-0611,ON/OFF VALVE-SOLENOID,I30-A,13-Aug-25,4-Aug-25,11-Aug-25,,Onshore
,AQAT-06,Well Testing Support system,AQAT-06-01,Test Manifold,AQAT-XXSV-0614,ON/OFF VALVE-SOLENOID,I30-A,13-Aug-25,4-Aug-25,11-Aug-25,,Onshore
,AQAT-06,Well Testing Support system,AQAT-06-01,Test manifold,AQAT-XV-0609,Ins.Equipment,I12-A,22-Aug-25,8-Aug-25,18-Aug-25,,Onshore
,AQAT-06,Well Testing Support system,AQAT-06-01,Test manifold,AQAT-XV-0608,XV-0608 VALVE,I10-B,26-Aug-25,14-Aug-25,16-Aug-25,,Onshore
,AQAT-06,Well Testing Support system,AQAT-06-01,Test manifold,AQAT-XV-0611,XV-0611 VALVE,I10-B,26-Aug-25,14-Aug-25,16-Aug-25,,Onshore
,AQAT-06,Well Testing Support system,AQAT-06-01,Test Manifold,AQAT-XZSO/C-0609,ON/OFF VALVE-LIMIT SWITCH,I30-A,13-Aug-25,4-Aug-25,11-Aug-25,,Onshore
,AQAT-06,Well Testing Support system,AQAT-06-01,Test manifold,AQAT-T-XV0621,Pneumatic Tubing,I05-A,30-Aug-25,4-Aug-25,11-Aug-25,,Onshore
,AQAT-06,Well Testing Support system,AQAT-06-01,Test manifold,TP-AQ-0601-G-01-V,Hydro Test Pack for Sub-system 06-01,P04-A,17-Jul-25,8-Aug-25,18-Aug-25,,Onshore
,AQAT-06,Well Testing Support system,AQAT-06-01,Test Manifold,AQAT-XZSO/C-0614,ON/OFF VALVE-LIMIT SWITCH,I30-A,13-Aug-25,4-Aug-25,11-Aug-25,,Onshore
,AQAT-06,Well Testing Support system,AQAT-06-01,Test manifold,AQAT-X-XXSV0604,SDS Cable,I01-A,13-Aug-25,8-Aug-25,18-Aug-25,,Onshore
,AQAT-06,Well Testing Support system,AQAT-06-01,Test manifold,AQAT-T-XV0606,Pneumatic Tubing,I05-A,19-Aug-25,4-Aug-25,11-Aug-25,,Onshore
,AQAT-06,Well Testing Support system,AQAT-06-01,Test Manifold,AQAT-XXSV-0621,ON/OFF VALVE-SOLENOID,I30-A,30-Aug-25,4-Aug-25,11-Aug-25,,Onshore
,AQAT-06,Well Testing Support system,AQAT-06-01,Test manifold,AQAT-XV-0612,XV-0612 VALVE,I10-B,26-Aug-25,14-Aug-25,16-Aug-25,,Onshore
,AQAT-06,Well Testing Support system,AQAT-06-01,Test manifold,AQAT-XV-0610,XV-0610 VALVE,I10-B,26-Aug-25,14-Aug-25,16-Aug-25,,Onshore
